date,city,state,weather,road_type,visibility,traffic_density,festival,cause,day_of_week,hour,is_weekend,is_peak_hour,temperature,lanes,traffic_signal,vehicles_involved,casualties,risk_score,latitude,longitude,accident_severity
2024-02-24,Chennai,Tamil Nadu,Clear,Highway,Low,Low,Holi,Over-speeding,Saturday,15,1,0,27,6,0,2,1,95.76,13.07483,80.163379,minor
2025-08-10,Jaipur,Rajasthan,Rainy,Urban,Low,Medium,None,Poor Road Condition,Sunday,22,1,0,8,1,1,5,2,92.61,26.957669,75.634493,minor
2025-08-09,Bengaluru,Karnataka,Cloudy,Urban,High,Low,None,Speeding,Saturday,9,1,1,42,2,1,5,0,41.05,13.137537,77.630649,major
2024-03-25,Mumbai,Maharashtra,Rainy,Highway,High,Low,Christmas,Speeding,Monday,20,0,0,31,5,1,4,3,71.7,18.977523,72.764437,minor
2024-07-12,Kolkata,West Bengal,Rainy,Rural,Medium,Medium,Diwali,Over-speeding,Friday,17,0,1,41,5,1,4,1,57.92,22.564336,88.286496,minor
2024-02-24,Hyderabad,Telangana,Rainy,Highway,Low,Low,Eid,Distracted Driving,Saturday,23,1,0,16,6,0,4,4,36.35,17.214848,78.350053,fatal
2024-12-03,Delhi,Delhi,Rainy,Highway,Medium,Medium,Christmas,Poor Road Condition,Tuesday,11,0,0,17,3,1,5,1,75.28,28.471333,77.390668,fatal
2025-12-25,Pune,Maharashtra,Rainy,Rural,Low,High,Christmas,Poor Road Condition,Thursday,15,0,0,25,5,0,2,4,97.4,18.497377,73.85927,major
2024-09-20,Pune,Maharashtra,Cloudy,Rural,High,Low,Diwali,Speeding,Friday,15,0,0,36,4,0,5,3,89.3,18.703279,73.809059,fatal
2024-10-15,Bengaluru,Karnataka,Foggy,Urban,High,Low,Christmas,Speeding,Tuesday,3,0,0,17,1,1,1,2,26.2,13.129927,77.578677,minor
2025-08-03,Mumbai,Maharashtra,Rainy,Rural,Medium,Low,Holi,Distracted Driving,Sunday,2,1,0,11,2,1,3,3,62.33,18.915876,72.92583,fatal
2025-01-01,Chennai,Tamil Nadu,Clear,Highway,Low,Low,Diwali,Over-speeding,Wednesday,10,0,1,12,6,0,1,0,77.54,13.087163,80.218451,minor
2024-08-18,Pune,Maharashtra,Rainy,Urban,High,High,None,Speeding,Sunday,2,1,0,37,3,0,1,3,48.76,18.70103,73.977464,minor
2024-01-07,Chennai,Tamil Nadu,Clear,Rural,Low,Medium,Holi,Distracted Driving,Sunday,5,1,0,21,2,1,1,0,87.32,13.232601,80.109783,minor
2025-08-02,Kolkata,West Bengal,Cloudy,Highway,High,High,Christmas,Over-speeding,Saturday,5,1,0,18,6,1,1,0,53.27,22.456086,88.316407,minor
2025-12-10,Kolkata,West Bengal,Cloudy,Urban,High,Low,Diwali,Speeding,Wednesday,18,0,1,25,2,1,5,0,86.76,22.704068,88.197284,minor
2024-02-03,Delhi,Delhi,Foggy,Highway,High,Medium,Holi,Speeding,Saturday,9,1,1,15,5,1,5,3,24.65,28.79955,77.201768,major
2025-12-20,Chennai,Tamil Nadu,Cloudy,Urban,Low,Medium,Eid,Speeding,Saturday,8,1,1,28,3,1,4,1,45.35,13.022675,80.405657,major
2024-07-02,Bengaluru,Karnataka,Cloudy,Urban,High,Medium,Christmas,Drunk Driving,Tuesday,9,0,1,40,4,0,4,2,88.22,13.123524,77.690092,major
2025-05-25,Bengaluru,Karnataka,Clear,Highway,Medium,High,Christmas,Speeding,Sunday,15,1,0,32,1,1,5,0,95.78,12.998609,77.663066,minor
2024-12-28,Hyderabad,Telangana,Clear,Rural,High,Medium,Eid,Poor Road Condition,Saturday,15,1,0,32,3,0,3,2,78.73,17.221563,78.406299,major
2024-05-20,Kolkata,West Bengal,Foggy,Highway,Low,Medium,Eid,Speeding,Monday,19,0,1,41,5,0,3,0,25.18,22.700256,88.254832,major
2024-06-30,Jaipur,Rajasthan,Foggy,Rural,Medium,Low,Diwali,Over-speeding,Sunday,13,1,0,24,1,1,5,4,29.31,26.772347,75.949902,minor
2025-03-31,Delhi,Delhi,Clear,Urban,Low,Low,None,Distracted Driving,Monday,12,0,0,42,1,1,2,3,48.8,28.602863,77.277677,major
2025-09-02,Chennai,Tamil Nadu,Cloudy,Urban,Medium,High,None,Speeding,Tuesday,23,0,0,28,3,0,4,0,45.8,12.894418,80.268426,minor
2024-03-23,Delhi,Delhi,Cloudy,Urban,High,High,Christmas,Speeding,Saturday,22,1,0,8,4,1,5,2,34.32,28.527479,77.156089,minor
2025-03-23,Pune,Maharashtra,Cloudy,Urban,Medium,Low,Eid,Distracted Driving,Sunday,3,1,0,39,2,0,5,1,83.87,18.391151,73.960589,fatal
2025-08-23,Kolkata,West Bengal,Foggy,Highway,High,High,Christmas,Over-speeding,Saturday,3,1,0,15,3,0,4,1,79.63,22.621464,88.377794,minor
2025-03-08,Chennai,Tamil Nadu,Foggy,Rural,High,High,Christmas,Speeding,Saturday,14,1,0,18,6,0,3,4,66.72,12.989742,80.18533,minor
2025-10-05,Pune,Maharashtra,Clear,Highway,High,High,Holi,Drunk Driving,Sunday,12,1,0,33,2,0,5,1,53.2,18.617595,74.000579,fatal
2024-06-01,Delhi,Delhi,Cloudy,Rural,High,Low,Eid,Over-speeding,Saturday,11,1,0,11,6,1,2,3,24.98,28.774511,77.379831,major
2025-09-29,Hyderabad,Telangana,Foggy,Highway,Medium,Medium,Eid,Speeding,Monday,3,0,0,35,6,1,2,4,52.47,17.507079,78.425588,minor
2024-07-16,Jaipur,Rajasthan,Clear,Highway,Medium,Low,Eid,Poor Road Condition,Tuesday,12,0,0,39,2,0,1,4,31.85,26.842891,75.697663,minor
2025-07-16,Delhi,Delhi,Cloudy,Rural,Medium,Low,Christmas,Distracted Driving,Wednesday,0,0,0,37,2,1,1,4,93.18,28.6683,77.124003,minor
2024-02-27,Mumbai,Maharashtra,Clear,Urban,Medium,Medium,Christmas,Drunk Driving,Tuesday,1,0,0,40,3,0,5,1,96.37,19.178587,72.788361,major
2024-08-18,Delhi,Delhi,Foggy,Rural,Low,Medium,None,Poor Road Condition,Sunday,22,1,0,39,1,1,3,4,88.98,28.687197,77.197124,minor
2024-10-18,Delhi,Delhi,Cloudy,Rural,High,High,Diwali,Poor Road Condition,Friday,9,0,1,23,1,1,4,0,30.12,28.675841,77.23978,minor
2025-04-11,Bengaluru,Karnataka,Foggy,Urban,High,Low,None,Speeding,Friday,13,0,0,28,6,0,1,4,63.63,13.151959,77.760823,fatal
2024-11-01,Hyderabad,Telangana,Rainy,Rural,Low,Low,Christmas,Drunk Driving,Friday,15,0,0,19,4,1,1,3,32.79,17.250844,78.416901,minor
2025-03-31,Delhi,Delhi,Foggy,Urban,High,Low,None,Drunk Driving,Monday,5,0,0,16,5,1,1,2,87.38,28.773246,77.055827,minor
2024-06-09,Hyderabad,Telangana,Cloudy,Highway,High,Medium,Christmas,Poor Road Condition,Sunday,8,1,1,38,6,1,1,2,29.77,17.578354,78.535645,minor
2025-06-27,Mumbai,Maharashtra,Foggy,Highway,Low,Low,Diwali,Speeding,Friday,20,0,0,26,1,0,1,0,59.41,19.12878,72.694386,major
2025-01-17,Kolkata,West Bengal,Foggy,Urban,Low,High,Holi,Over-speeding,Friday,2,0,0,17,4,1,5,1,82.77,22.52567,88.392598,minor
2025-04-03,Kolkata,West Bengal,Cloudy,Rural,High,Low,Christmas,Over-speeding,Thursday,7,0,0,31,2,0,5,0,50.04,22.393094,88.32901,minor
2024-02-16,Jaipur,Rajasthan,Clear,Highway,Medium,Low,Holi,Distracted Driving,Friday,14,0,0,21,5,1,5,0,30.95,26.837575,75.982686,major
2025-08-04,Mumbai,Maharashtra,Cloudy,Urban,Low,Medium,Holi,Distracted Driving,Monday,7,0,0,27,2,1,3,1,26.72,18.998493,72.973395,minor
2025-12-10,Hyderabad,Telangana,Foggy,Urban,Medium,High,None,Drunk Driving,Wednesday,19,0,1,10,5,1,1,2,50.52,17.278084,78.547935,minor
2025-06-30,Mumbai,Maharashtra,Cloudy,Urban,High,Low,None,Over-speeding,Monday,14,0,0,20,1,1,2,1,39.25,18.964807,72.884959,minor
2024-04-16,Chennai,Tamil Nadu,Cloudy,Highway,High,Medium,None,Poor Road Condition,Tuesday,21,0,0,17,4,0,3,0,21.94,13.006834,80.380613,minor
2025-01-23,Jaipur,Rajasthan,Foggy,Urban,High,Medium,Holi,Distracted Driving,Thursday,13,0,0,10,6,0,4,2,58.13,26.914896,75.754686,minor
2024-07-26,Jaipur,Rajasthan,Clear,Urban,High,Medium,Holi,Poor Road Condition,Friday,13,0,0,11,5,0,2,1,90.63,26.729665,75.771458,minor
2025-09-15,Mumbai,Maharashtra,Rainy,Urban,Medium,Medium,None,Distracted Driving,Monday,18,0,1,31,1,1,2,0,20.25,19.078803,72.927832,minor
2024-07-11,Jaipur,Rajasthan,Cloudy,Rural,Low,Low,Christmas,Speeding,Thursday,12,0,0,35,5,1,1,0,50.27,27.066086,75.746879,minor
2024-06-12,Mumbai,Maharashtra,Clear,Urban,Low,Low,Diwali,Over-speeding,Wednesday,15,0,0,42,6,1,4,2,60.29,18.885295,72.896073,major
2025-11-24,Mumbai,Maharashtra,Rainy,Highway,Low,Medium,None,Poor Road Condition,Monday,14,0,0,37,5,1,1,1,29.86,19.099044,72.890169,fatal
2025-07-26,Kolkata,West Bengal,Clear,Rural,Low,Medium,Diwali,Drunk Driving,Saturday,23,1,0,41,4,0,3,4,39.73,22.474591,88.523928,major
2025-07-06,Hyderabad,Telangana,Cloudy,Rural,Low,Low,Eid,Speeding,Sunday,12,1,0,19,1,0,1,4,75.02,17.353943,78.455699,fatal
2024-10-31,Jaipur,Rajasthan,Foggy,Rural,Low,High,Eid,Drunk Driving,Thursday,1,0,0,22,6,0,5,3,77.98,26.715846,75.868383,minor
2025-06-20,Pune,Maharashtra,Foggy,Rural,High,Medium,None,Over-speeding,Friday,5,0,0,34,6,1,1,2,99.44,18.352518,73.971308,fatal
2025-05-13,Hyderabad,Telangana,Clear,Highway,Low,High,Eid,Over-speeding,Tuesday,17,0,1,12,3,0,1,3,73.49,17.340079,78.34171,minor
2025-08-31,Pune,Maharashtra,Foggy,Rural,Medium,Low,Holi,Speeding,Sunday,19,1,1,39,5,0,4,1,77.79,18.336008,73.916412,fatal
2025-02-22,Pune,Maharashtra,Rainy,Highway,Low,Medium,None,Distracted Driving,Saturday,13,1,0,41,3,1,3,0,81.12,18.453221,73.836308,fatal
2025-01-30,Jaipur,Rajasthan,Clear,Rural,Low,High,Eid,Poor Road Condition,Thursday,4,0,0,28,4,1,2,2,92.24,26.977995,75.707579,major
2024-12-08,Kolkata,West Bengal,Cloudy,Urban,Medium,Low,Christmas,Over-speeding,Sunday,17,1,1,11,4,0,2,3,57.77,22.481123,88.337282,fatal
2024-04-11,Delhi,Delhi,Foggy,Highway,High,High,Holi,Distracted Driving,Thursday,10,0,1,22,5,1,5,4,37.49,28.508538,77.062983,major
2025-07-03,Chennai,Tamil Nadu,Cloudy,Highway,High,Medium,Diwali,Distracted Driving,Thursday,21,0,0,40,6,1,2,4,52.98,13.054992,80.105451,minor
2025-01-04,Chennai,Tamil Nadu,Foggy,Urban,Medium,High,Christmas,Speeding,Saturday,12,1,0,27,2,1,1,2,86.59,13.114549,80.234867,minor
2024-08-25,Pune,Maharashtra,Foggy,Highway,Low,Medium,None,Speeding,Sunday,20,1,0,12,2,1,4,2,88.43,18.575079,73.67125,major
2024-03-18,Jaipur,Rajasthan,Clear,Rural,High,Low,None,Poor Road Condition,Monday,9,0,1,14,4,1,3,4,89.84,26.835962,75.964407,minor
2024-02-09,Chennai,Tamil Nadu,Clear,Urban,Low,Medium,Eid,Over-speeding,Friday,1,0,0,39,6,1,2,0,92.91,13.008617,80.399238,major
2024-12-14,Bengaluru,Karnataka,Cloudy,Rural,High,Low,Eid,Over-speeding,Saturday,21,1,0,18,1,1,4,2,85.68,13.131992,77.62242,fatal
2024-02-16,Mumbai,Maharashtra,Cloudy,Highway,Low,High,Eid,Speeding,Friday,23,0,0,15,4,0,2,2,20.07,18.934729,72.69111,minor
2025-02-20,Delhi,Delhi,Rainy,Highway,Medium,Medium,Diwali,Over-speeding,Thursday,8,0,1,27,5,1,4,2,31.21,28.586322,77.283326,major
2024-03-03,Hyderabad,Telangana,Rainy,Urban,Medium,Medium,Diwali,Speeding,Sunday,10,1,1,13,4,0,2,4,49.92,17.414205,78.427643,fatal
2024-12-17,Pune,Maharashtra,Cloudy,Urban,Low,High,Holi,Speeding,Tuesday,11,0,0,24,6,0,3,2,33.09,18.636146,73.868467,fatal
2024-08-21,Bengaluru,Karnataka,Clear,Urban,Medium,High,Holi,Speeding,Wednesday,1,0,0,23,6,0,5,3,56.64,12.8833,77.651947,fatal
2024-08-20,Kolkata,West Bengal,Rainy,Rural,Low,Medium,Diwali,Distracted Driving,Tuesday,7,0,0,41,4,1,3,0,43.59,22.715307,88.352879,minor
2024-05-12,Pune,Maharashtra,Cloudy,Rural,Medium,High,Eid,Over-speeding,Sunday,8,1,1,40,2,1,1,4,83.61,18.484429,73.907828,fatal
2024-01-23,Mumbai,Maharashtra,Cloudy,Rural,Medium,Medium,Holi,Poor Road Condition,Tuesday,1,0,0,40,2,0,1,3,70.88,18.928454,72.729171,major
2025-03-09,Bengaluru,Karnataka,Foggy,Rural,Medium,Low,Holi,Drunk Driving,Sunday,11,1,0,41,5,0,1,2,71.46,12.959429,77.623791,minor
2025-01-05,Mumbai,Maharashtra,Foggy,Highway,Medium,High,Diwali,Distracted Driving,Sunday,16,1,0,30,1,0,2,2,36.37,18.982095,72.70005,minor
2025-12-09,Pune,Maharashtra,Clear,Urban,Low,Low,None,Over-speeding,Tuesday,0,0,0,29,5,1,2,2,94.64,18.536351,73.970067,major
2024-11-29,Kolkata,West Bengal,Clear,Rural,Medium,Low,None,Over-speeding,Friday,19,0,1,41,2,0,1,0,34.6,22.496027,88.224775,minor
2024-11-23,Mumbai,Maharashtra,Foggy,Urban,Low,High,Christmas,Over-speeding,Saturday,8,1,1,37,6,1,1,3,24.66,19.218294,72.855279,major
2025-10-22,Hyderabad,Telangana,Clear,Rural,Medium,Low,Eid,Over-speeding,Wednesday,23,0,0,19,4,1,2,2,77.1,17.534409,78.637663,major
2024-05-13,Chennai,Tamil Nadu,Foggy,Urban,High,Low,Eid,Poor Road Condition,Monday,13,0,0,41,1,1,4,0,58.5,13.131305,80.387158,minor
2025-03-27,Chennai,Tamil Nadu,Cloudy,Urban,Low,Medium,Holi,Over-speeding,Thursday,19,0,1,35,2,1,5,0,84.86,13.002917,80.181544,major
2025-11-26,Mumbai,Maharashtra,Rainy,Rural,Medium,Medium,Christmas,Over-speeding,Wednesday,18,0,1,41,2,1,2,4,21.43,19.043764,73.044876,major
2024-11-19,Mumbai,Maharashtra,Foggy,Highway,Medium,Medium,Eid,Poor Road Condition,Tuesday,19,0,1,39,1,1,3,1,35.45,18.957911,73.068107,minor
2025-08-10,Pune,Maharashtra,Clear,Rural,High,High,Diwali,Distracted Driving,Sunday,7,1,0,29,4,0,5,3,79.96,18.664148,73.808484,minor
2024-05-25,Delhi,Delhi,Clear,Highway,High,Low,Eid,Poor Road Condition,Saturday,3,1,0,35,3,1,5,3,24.51,28.415899,77.05725,minor
2024-11-29,Bengaluru,Karnataka,Clear,Rural,Medium,Low,None,Poor Road Condition,Friday,7,0,0,8,3,0,4,3,98.9,12.854878,77.686674,minor
2025-10-10,Pune,Maharashtra,Rainy,Rural,Medium,Medium,Eid,Over-speeding,Friday,18,0,1,19,4,1,3,1,27.11,18.619144,73.795865,fatal
2024-07-30,Kolkata,West Bengal,Cloudy,Highway,Low,Low,Eid,Drunk Driving,Tuesday,17,0,1,36,5,0,1,2,88.89,22.492515,88.425556,minor
2024-04-27,Kolkata,West Bengal,Cloudy,Rural,Medium,Medium,Christmas,Distracted Driving,Saturday,18,1,1,19,6,1,2,4,42.24,22.758942,88.543042,major
2025-05-19,Bengaluru,Karnataka,Clear,Urban,Medium,Low,Eid,Poor Road Condition,Monday,14,0,0,29,1,1,1,2,73.91,13.12988,77.457022,minor
2025-10-23,Mumbai,Maharashtra,Clear,Highway,High,High,Christmas,Distracted Driving,Thursday,3,0,0,36,2,0,4,2,66.32,18.985556,73.009169,minor
2025-02-28,Hyderabad,Telangana,Clear,Rural,Medium,Medium,Eid,Distracted Driving,Friday,13,0,0,8,1,1,1,2,38.77,17.582922,78.59418,major
2024-07-08,Delhi,Delhi,Foggy,Urban,Medium,Medium,Diwali,Distracted Driving,Monday,12,0,0,31,4,1,3,3,90.59,28.703947,77.24418,major
2025-05-06,Pune,Maharashtra,Clear,Highway,Medium,Low,Eid,Poor Road Condition,Tuesday,9,0,1,28,5,0,2,1,39.49,18.565183,73.775486,minor
2025-12-20,Jaipur,Rajasthan,Clear,Urban,Low,Medium,None,Distracted Driving,Saturday,5,1,0,14,4,1,2,3,37.58,27.046536,75.592377,minor
2024-10-30,Chennai,Tamil Nadu,Clear,Urban,Low,High,None,Distracted Driving,Wednesday,5,0,0,17,5,0,1,4,84.25,13.033833,80.211347,minor
2025-05-05,Delhi,Delhi,Clear,Urban,Medium,Low,Eid,Poor Road Condition,Monday,3,0,0,11,2,1,4,0,46.53,28.437342,77.056365,minor
2025-11-03,Pune,Maharashtra,Cloudy,Urban,Low,Medium,Holi,Speeding,Monday,18,0,1,26,4,1,1,4,94.41,18.475297,73.676176,major
2024-10-04,Pune,Maharashtra,Cloudy,Highway,High,Low,Christmas,Poor Road Condition,Friday,19,0,1,22,1,1,5,4,44.88,18.508036,73.996505,minor
2024-09-19,Bengaluru,Karnataka,Cloudy,Urban,Low,Medium,Christmas,Distracted Driving,Thursday,6,0,0,42,6,1,2,3,98.92,13.139839,77.469558,minor
2024-01-13,Chennai,Tamil Nadu,Cloudy,Highway,Medium,Medium,Eid,Drunk Driving,Saturday,1,1,0,30,1,0,2,1,50.77,13.225858,80.361429,minor
2024-03-08,Mumbai,Maharashtra,Cloudy,Urban,Low,High,None,Drunk Driving,Friday,10,0,1,9,5,0,5,1,95.8,19.176936,72.839986,fatal
2025-10-18,Mumbai,Maharashtra,Cloudy,Highway,Medium,Medium,None,Poor Road Condition,Saturday,7,1,0,25,6,0,2,0,49.9,19.104024,72.933174,fatal
2025-07-05,Pune,Maharashtra,Rainy,Highway,Low,High,None,Drunk Driving,Saturday,2,1,0,14,5,0,2,3,84.57,18.641732,73.667233,minor
2025-08-31,Pune,Maharashtra,Foggy,Urban,Low,Medium,Diwali,Poor Road Condition,Sunday,1,1,0,24,1,1,5,0,46.29,18.562339,73.745796,major
2024-06-08,Kolkata,West Bengal,Clear,Rural,Low,Low,Christmas,Over-speeding,Saturday,15,1,0,35,5,0,1,4,60.04,22.769986,88.546786,minor
2025-10-17,Delhi,Delhi,Clear,Urban,Medium,Low,Eid,Distracted Driving,Friday,13,0,0,32,1,0,4,3,74.79,28.748004,77.120322,minor
2025-02-23,Delhi,Delhi,Clear,Rural,High,Medium,Christmas,Drunk Driving,Sunday,15,1,0,17,3,0,3,4,71.8,28.607711,77.282666,major
2025-12-19,Hyderabad,Telangana,Rainy,Urban,High,Low,Holi,Speeding,Friday,15,0,0,20,1,1,1,4,89.19,17.221946,78.42572,fatal
2024-07-01,Jaipur,Rajasthan,Foggy,Rural,Medium,High,Eid,Distracted Driving,Monday,4,0,0,24,6,0,5,2,67.18,27.049523,75.932838,fatal
2024-07-04,Chennai,Tamil Nadu,Clear,Rural,Low,Low,None,Speeding,Thursday,11,0,0,16,4,0,2,2,94.58,13.216724,80.464024,major
2025-05-12,Pune,Maharashtra,Cloudy,Highway,Low,Medium,Christmas,Drunk Driving,Monday,22,0,0,18,4,0,2,4,72.7,18.464564,73.804992,minor
2025-12-11,Chennai,Tamil Nadu,Foggy,Rural,High,Low,Holi,Poor Road Condition,Thursday,8,0,1,8,1,0,3,2,58.18,13.123508,80.382171,major
2024-04-15,Hyderabad,Telangana,Foggy,Urban,High,Low,Holi,Distracted Driving,Monday,6,0,0,31,1,0,5,3,39.38,17.370138,78.645591,minor
2024-06-02,Hyderabad,Telangana,Rainy,Highway,Medium,Low,Diwali,Over-speeding,Sunday,21,1,0,14,6,0,5,2,83.81,17.378021,78.517142,major
2024-11-29,Jaipur,Rajasthan,Rainy,Rural,High,Medium,Holi,Over-speeding,Friday,13,0,0,31,1,0,4,2,88.53,26.842678,75.717728,minor
2024-11-08,Delhi,Delhi,Rainy,Rural,Medium,Low,Eid,Poor Road Condition,Friday,16,0,0,18,5,1,2,2,78.77,28.622527,77.308399,major
2025-04-07,Chennai,Tamil Nadu,Cloudy,Highway,Low,High,Diwali,Poor Road Condition,Monday,0,0,0,37,6,0,4,0,61.89,13.029576,80.286097,minor
2025-03-04,Bengaluru,Karnataka,Rainy,Rural,Low,Low,Eid,Distracted Driving,Tuesday,4,0,0,31,1,0,1,2,35.84,12.825872,77.77105,minor
2024-08-08,Delhi,Delhi,Clear,Urban,Medium,Medium,Diwali,Distracted Driving,Thursday,9,0,1,42,5,1,2,3,27.18,28.808798,77.40404,fatal
2024-01-09,Pune,Maharashtra,Clear,Rural,Medium,Low,Christmas,Over-speeding,Tuesday,16,0,0,42,5,0,2,1,72.38,18.631043,74.050481,minor
2024-12-04,Jaipur,Rajasthan,Foggy,Highway,Low,Medium,Eid,Drunk Driving,Wednesday,14,0,0,26,3,0,2,2,94.14,26.774275,75.654913,minor
2025-07-08,Delhi,Delhi,Rainy,Urban,Medium,Medium,Diwali,Over-speeding,Tuesday,21,0,0,32,1,0,5,0,55.81,28.6375,77.361955,minor
2024-02-15,Jaipur,Rajasthan,Cloudy,Rural,Low,High,Holi,Poor Road Condition,Thursday,23,0,0,24,3,0,1,3,72.64,26.924112,75.79478,minor
2025-09-23,Bengaluru,Karnataka,Clear,Urban,High,High,Christmas,Distracted Driving,Tuesday,4,0,0,8,3,0,4,4,49.86,12.969746,77.714107,minor
2024-09-08,Delhi,Delhi,Rainy,Rural,High,Medium,Eid,Poor Road Condition,Sunday,13,1,0,29,6,1,2,2,70.12,28.688532,77.162328,minor
2024-03-16,Kolkata,West Bengal,Rainy,Urban,High,High,Christmas,Poor Road Condition,Saturday,4,1,0,8,6,1,1,4,25.49,22.726358,88.16535,fatal
2024-10-16,Mumbai,Maharashtra,Rainy,Highway,Low,Medium,None,Over-speeding,Wednesday,19,0,1,34,5,0,5,2,98.52,19.140938,72.792182,minor
2024-08-02,Kolkata,West Bengal,Rainy,Highway,High,Low,Eid,Distracted Driving,Friday,15,0,0,39,4,0,5,1,82.06,22.401663,88.398836,fatal
2024-11-07,Delhi,Delhi,Foggy,Rural,High,Low,Christmas,Distracted Driving,Thursday,7,0,0,39,3,1,5,2,34.13,28.63603,77.231456,major
2024-03-08,Delhi,Delhi,Cloudy,Urban,Medium,Low,Christmas,Speeding,Friday,16,0,0,22,1,0,2,3,48.54,28.690601,77.132668,minor
2024-08-10,Delhi,Delhi,Rainy,Rural,High,Low,Holi,Speeding,Saturday,1,1,0,39,5,0,4,0,44.67,28.6952,77.356465,major
2024-11-18,Pune,Maharashtra,Clear,Highway,Low,Medium,Christmas,Over-speeding,Monday,16,0,0,9,4,0,1,2,29.31,18.458028,74.002897,minor
2025-02-09,Bengaluru,Karnataka,Clear,Highway,Low,Medium,Holi,Speeding,Sunday,2,1,0,10,1,0,4,4,72.7,12.843949,77.524142,major
2025-02-10,Chennai,Tamil Nadu,Rainy,Highway,High,High,None,Speeding,Monday,20,0,0,21,6,1,1,1,22.39,13.108974,80.425636,minor
2025-09-03,Mumbai,Maharashtra,Clear,Highway,Medium,Medium,Christmas,Distracted Driving,Wednesday,9,0,1,13,6,0,4,0,94.85,19.074132,73.035493,minor
2024-02-07,Bengaluru,Karnataka,Foggy,Urban,High,High,Christmas,Poor Road Condition,Wednesday,20,0,0,8,4,0,3,1,39.28,12.854324,77.405489,fatal
2025-12-28,Jaipur,Rajasthan,Cloudy,Highway,Medium,Low,None,Drunk Driving,Sunday,5,1,0,25,4,0,4,1,22.84,27.070146,75.853517,fatal
2024-04-12,Hyderabad,Telangana,Rainy,Rural,High,Low,Christmas,Distracted Driving,Friday,6,0,0,36,2,0,5,1,43.47,17.185048,78.41046,fatal
2024-12-12,Chennai,Tamil Nadu,Cloudy,Urban,Medium,Low,Holi,Poor Road Condition,Thursday,18,0,1,11,2,1,2,4,96.48,13.027461,80.18188,minor
2025-09-11,Chennai,Tamil Nadu,Foggy,Rural,High,High,None,Speeding,Thursday,3,0,0,27,1,1,2,3,59.05,12.90022,80.356047,major
2025-06-15,Jaipur,Rajasthan,Clear,Urban,Medium,Medium,None,Speeding,Sunday,7,1,0,22,5,1,3,2,60.87,26.982608,75.874724,minor
2025-02-01,Kolkata,West Bengal,Foggy,Rural,High,Low,None,Poor Road Condition,Saturday,23,1,0,14,6,0,2,1,33.53,22.410569,88.554915,minor
2025-09-06,Mumbai,Maharashtra,Clear,Urban,Low,Low,Christmas,Speeding,Saturday,16,1,0,39,3,0,4,2,29.6,19.26925,72.909048,minor
2025-02-03,Bengaluru,Karnataka,Cloudy,Rural,Medium,Low,Diwali,Distracted Driving,Monday,14,0,0,14,4,0,2,4,70.18,12.88511,77.473112,major
2024-12-20,Jaipur,Rajasthan,Cloudy,Highway,High,Low,None,Drunk Driving,Friday,13,0,0,39,1,0,2,3,82.64,26.848144,75.701022,minor
2024-10-29,Jaipur,Rajasthan,Foggy,Urban,High,High,Eid,Speeding,Tuesday,2,0,0,36,3,1,2,0,89.09,26.857731,75.734581,minor
2025-07-27,Delhi,Delhi,Clear,Highway,Low,High,None,Distracted Driving,Sunday,1,1,0,30,3,1,2,2,53.98,28.780856,77.063092,fatal
2025-12-05,Pune,Maharashtra,Foggy,Highway,Medium,High,None,Speeding,Friday,4,0,0,9,5,0,3,2,24.53,18.529007,73.762347,minor
2025-11-11,Jaipur,Rajasthan,Cloudy,Highway,High,Low,Eid,Speeding,Tuesday,9,0,1,36,3,0,4,0,82.75,26.717502,75.656684,minor
2024-12-09,Bengaluru,Karnataka,Rainy,Rural,Low,Low,Holi,Drunk Driving,Monday,10,0,1,13,4,1,2,1,63.68,13.134592,77.533171,minor
2025-05-18,Mumbai,Maharashtra,Foggy,Rural,High,Low,Eid,Over-speeding,Sunday,11,1,0,36,5,0,3,4,41.45,18.941889,72.723145,fatal
2025-09-20,Chennai,Tamil Nadu,Rainy,Rural,Low,Medium,Christmas,Speeding,Saturday,6,1,0,9,5,0,5,3,72.14,13.27294,80.244327,minor
2024-05-19,Mumbai,Maharashtra,Cloudy,Urban,Medium,Medium,Eid,Distracted Driving,Sunday,1,1,0,32,3,1,5,2,50.59,19.008358,72.696795,minor
2024-12-27,Kolkata,West Bengal,Clear,Rural,Medium,Low,Christmas,Poor Road Condition,Friday,1,0,0,17,3,1,1,4,66.32,22.440853,88.336672,major
2024-05-27,Delhi,Delhi,Foggy,Rural,Medium,Low,Diwali,Over-speeding,Monday,16,0,0,41,6,0,3,2,31.28,28.512346,77.384532,major
2024-12-11,Jaipur,Rajasthan,Clear,Rural,High,High,Christmas,Speeding,Wednesday,18,0,1,30,2,0,5,0,88.02,26.847945,75.593345,minor
2025-05-15,Jaipur,Rajasthan,Clear,Rural,Low,High,Holi,Speeding,Thursday,7,0,0,22,5,1,1,0,79.01,26.967339,75.772867,major
2025-08-29,Jaipur,Rajasthan,Clear,Rural,Low,Low,None,Drunk Driving,Friday,4,0,0,8,4,0,5,3,22.8,26.853998,75.781314,major
2024-12-22,Kolkata,West Bengal,Foggy,Highway,Medium,High,None,Drunk Driving,Sunday,22,1,0,23,5,1,4,3,36.58,22.630007,88.262173,major
